tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,via_tran,mot_viam,cont_res,cont_nac,cont_prod,pais_prod,pais_res,jef_migr,edad
Salida,Ecuatorianos,2022,9,25,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,39
Entrada,Ecuatorianos,2022,12,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,1,27
Entrada,Ecuatorianos,2022,12,15,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,1,18
Salida,Ecuatorianos,2022,5,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,44
Salida,Ecuatorianos,2022,2,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,4
Salida,Ecuatorianos,2022,9,11,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,1,62
Entrada,Ecuatorianos,2022,9,26,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PARAGUAY PARAGUAY,ECUADOR,12,52
Entrada,Ecuatorianos,2022,9,5,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,ECUADOR,12,27
Salida,Ecuatorianos,2022,6,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,58
Entrada,Ecuatorianos,2022,6,18,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,17
Salida,Ecuatorianos,2022,3,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,33
Salida,Ecuatorianos,2022,2,23,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,48
Entrada,Ecuatorianos,2022,10,11,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,35
Salida,Ecuatorianos,2022,7,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,1,42
Entrada,Ecuatorianos,2022,11,25,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,29
Salida,Ecuatorianos,2022,7,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,13
Entrada,Ecuatorianos,2022,9,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,45
Salida,Ecuatorianos,2022,9,10,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,31
Entrada,Ecuatorianos,2022,2,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,1,20
Entrada,Ecuatorianos,2022,5,24,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,20
Entrada,Ecuatorianos,2022,10,13,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,1,40
Salida,Ecuatorianos,2022,1,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,13
Entrada,Ecuatorianos,2022,9,12,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,ECUADOR,12,48
Salida,Ecuatorianos,2022,10,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,61
Salida,Ecuatorianos,2022,5,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,25
Entrada,Ecuatorianos,2022,12,23,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,70
Salida,Ecuatorianos,2022,4,30,Hombre,ECUADOR,Vía Marítima,Otros,América,América,América,PERU PERU,ECUADOR,5,50
Salida,Ecuatorianos,2022,5,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,1,1
Salida,Ecuatorianos,2022,8,25,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,12
Salida,Ecuatorianos,2022,9,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,29
Salida,Ecuatorianos,2022,3,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,25
Salida,Ecuatorianos,2022,10,17,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,33
Salida,Ecuatorianos,2022,11,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,1,72
Salida,Ecuatorianos,2022,6,9,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,8
Entrada,Ecuatorianos,2022,12,28,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,31
Salida,Ecuatorianos,2022,4,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,CHILE,ECUADOR,1,5
Entrada,Ecuatorianos,2022,1,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,60
Salida,Ecuatorianos,2022,11,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,8
Salida,Ecuatorianos,2022,8,20,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,30
Entrada,Ecuatorianos,2022,2,9,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,30
Entrada,Ecuatorianos,2022,10,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,62
Salida,Ecuatorianos,2022,7,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,77
Salida,Ecuatorianos,2022,8,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,41
Entrada,Ecuatorianos,2022,4,28,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,Europa,ESPAÑA,ECUADOR,1,22
Entrada,Ecuatorianos,2022,1,1,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,57
Salida,Ecuatorianos,2022,10,2,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,26
Salida,Ecuatorianos,2022,9,11,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,31
Entrada,Ecuatorianos,2022,8,8,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,15
Entrada,Ecuatorianos,2022,12,4,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,53
Salida,Ecuatorianos,2022,5,2,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,41
Entrada,Ecuatorianos,2022,5,21,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,49
Salida,Ecuatorianos,2022,3,17,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,35
Salida,Ecuatorianos,2022,12,8,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,49
Salida,Ecuatorianos,2022,8,4,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,PANAMA PANAMA,ECUADOR,12,68
Salida,Ecuatorianos,2022,4,13,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,27
Entrada,Ecuatorianos,2022,9,19,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,55
Salida,Ecuatorianos,2022,4,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,BRASIL BRAZIL,ECUADOR,1,31
Salida,Ecuatorianos,2022,10,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,29
Salida,Ecuatorianos,2022,12,5,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,28
Salida,Ecuatorianos,2022,10,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,67
Salida,Ecuatorianos,2022,10,17,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,12,54
Entrada,Ecuatorianos,2022,11,3,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,27
Salida,Ecuatorianos,2022,4,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,40
Salida,Ecuatorianos,2022,3,12,Hombre,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ITALIA ITALY,ITALIA ITALY,12,47
Entrada,Ecuatorianos,2022,7,8,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,73
Entrada,Ecuatorianos,2022,7,20,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,12
Entrada,Ecuatorianos,2022,10,9,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,32
Salida,Ecuatorianos,2022,6,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,12,35
Salida,Ecuatorianos,2022,5,2,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,1
Salida,Ecuatorianos,2022,8,8,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,1,58
Entrada,Ecuatorianos,2022,11,28,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,63
Entrada,Ecuatorianos,2022,4,19,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,30
Entrada,Ecuatorianos,2022,6,26,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,76
Entrada,Ecuatorianos,2022,10,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,34
Salida,Ecuatorianos,2022,11,11,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,9
Salida,Ecuatorianos,2022,3,1,Hombre,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ESPAÑA,ESPAÑA,1,62
Salida,Ecuatorianos,2022,3,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,11,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,40
Entrada,Ecuatorianos,2022,7,9,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,44
Salida,Ecuatorianos,2022,11,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,74
Entrada,Ecuatorianos,2022,9,15,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,PERU PERU,9,29
Salida,Ecuatorianos,2022,1,13,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,22
Entrada,Ecuatorianos,2022,1,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,FRANCIA,ECUADOR,1,55
Entrada,Ecuatorianos,2022,7,29,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,11
Salida,Ecuatorianos,2022,4,22,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,BOLIVIA BOLIVIA,ECUADOR,1,48
Entrada,Ecuatorianos,2022,5,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,27
Salida,Ecuatorianos,2022,10,29,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,18
Salida,Ecuatorianos,2022,2,25,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,6
Entrada,Ecuatorianos,2022,4,12,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,38
Entrada,Ecuatorianos,2022,8,15,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,49
Salida,Ecuatorianos,2022,8,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,50
Salida,Ecuatorianos,2022,9,17,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,38
Entrada,Ecuatorianos,2022,3,16,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,CHILE,CHILE,12,41
Salida,Ecuatorianos,2022,7,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,44
Salida,Ecuatorianos,2022,11,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,BRASIL BRAZIL,ECUADOR,12,43
Salida,Ecuatorianos,2022,3,11,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,16
Salida,Ecuatorianos,2022,2,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,12,28
Salida,Ecuatorianos,2022,5,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,32
Entrada,Ecuatorianos,2022,5,21,Hombre,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,ESPAÑA,ESPAÑA,1,33
Entrada,Ecuatorianos,2022,10,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,53
Salida,Ecuatorianos,2022,10,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,36
Salida,Ecuatorianos,2022,5,23,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,85
Salida,Ecuatorianos,2022,3,31,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,19,11
Entrada,Ecuatorianos,2022,7,13,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,1,14
Entrada,Ecuatorianos,2022,5,2,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,49
Salida,Ecuatorianos,2022,11,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,32
Entrada,Ecuatorianos,2022,5,7,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,51
Entrada,Ecuatorianos,2022,12,14,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,1,74
Salida,Ecuatorianos,2022,4,27,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,56
Entrada,Ecuatorianos,2022,10,31,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,31
Salida,Ecuatorianos,2022,9,14,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,24
Entrada,Ecuatorianos,2022,11,22,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,29
Salida,Ecuatorianos,2022,10,7,Mujer,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,ESPAÑA,ESPAÑA,12,37
Entrada,Ecuatorianos,2022,5,27,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,ECUADOR,1,54
Entrada,Ecuatorianos,2022,10,24,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,52
Entrada,Ecuatorianos,2022,12,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,1,50
Entrada,Ecuatorianos,2022,3,19,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,19,33
Salida,Ecuatorianos,2022,9,29,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,22
Entrada,Ecuatorianos,2022,12,9,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,CANADA,CANADA,12,31
Salida,Ecuatorianos,2022,5,14,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,44
Salida,Ecuatorianos,2022,7,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ESTADOS UNIDOS USA,12,29
Salida,Ecuatorianos,2022,4,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,33
Entrada,Ecuatorianos,2022,2,27,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,60
Salida,Ecuatorianos,2022,1,10,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,40
Salida,Ecuatorianos,2022,11,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,49
Entrada,Ecuatorianos,2022,1,10,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,ECUADOR,12,45
Entrada,Ecuatorianos,2022,12,14,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,31
Entrada,Ecuatorianos,2022,1,24,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,15
Salida,Ecuatorianos,2022,11,2,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,33
Salida,Ecuatorianos,2022,5,17,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,8,15,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,52
Salida,Ecuatorianos,2022,11,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Asia,QATAR QATAR,ECUADOR,1,35
Salida,Ecuatorianos,2022,9,3,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,21
Salida,Ecuatorianos,2022,9,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,54
Entrada,Ecuatorianos,2022,11,28,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,66
Salida,Ecuatorianos,2022,4,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,29
Entrada,Ecuatorianos,2022,3,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,47
Salida,Ecuatorianos,2022,6,2,Mujer,ECUADOR,Vía Aérea,Otros,América,América,América,COLOMBIA,ECUADOR,12,19
Entrada,Ecuatorianos,2022,10,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,33
Salida,Ecuatorianos,2022,10,28,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ARGENTINA,ECUADOR,12,59
Entrada,Ecuatorianos,2022,6,5,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,46
Salida,Ecuatorianos,2022,9,18,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,34
Entrada,Ecuatorianos,2022,6,1,Hombre,ECUADOR,Vía Aérea,Eventos,Europa,América,Europa,"REINO UNIDO (de GRAN BRETAÑA: ESCOCIA; GALES, INGLATERRA E IRLANDA DEL NORTE) UK","REINO UNIDO (de GRAN BRETAÑA: ESCOCIA; GALES, INGLATERRA E IRLANDA DEL NORTE) UK",12,46
Salida,Ecuatorianos,2022,11,7,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,31
Salida,Ecuatorianos,2022,5,27,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,3
Salida,Ecuatorianos,2022,10,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,28
Salida,Ecuatorianos,2022,9,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,EL SALVADOR,ECUADOR,12,33
Entrada,Ecuatorianos,2022,3,7,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,19,46
Salida,Ecuatorianos,2022,6,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,66
Salida,Ecuatorianos,2022,3,23,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,20
Salida,Ecuatorianos,2022,12,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,64
Entrada,Ecuatorianos,2022,1,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,30
Entrada,Ecuatorianos,2022,10,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Asia,TURQUIA TURKEY,ECUADOR,1,68
Salida,Ecuatorianos,2022,10,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,41
Salida,Ecuatorianos,2022,6,30,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,34
Salida,Ecuatorianos,2022,9,16,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,33
Entrada,Ecuatorianos,2022,6,17,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,América,COLOMBIA,ESPAÑA,12,61
Salida,Ecuatorianos,2022,1,9,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ESPAÑA,ESPAÑA,1,47
Salida,Ecuatorianos,2022,11,29,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,12,41
Entrada,Ecuatorianos,2022,10,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,43
Entrada,Ecuatorianos,2022,6,1,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,37
Salida,Ecuatorianos,2022,9,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,43
Entrada,Ecuatorianos,2022,8,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,48
Salida,Ecuatorianos,2022,7,1,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,21
Entrada,Ecuatorianos,2022,10,21,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,ECUADOR,1,35
Salida,Ecuatorianos,2022,7,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,1,49
Salida,Ecuatorianos,2022,6,4,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,51
Entrada,Ecuatorianos,2022,6,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,52
Salida,Ecuatorianos,2022,11,5,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,VENEZUELA VENEZUELA,VENEZUELA VENEZUELA,12,78
Entrada,Ecuatorianos,2022,9,19,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,53
Salida,Ecuatorianos,2022,11,27,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,56
Salida,Ecuatorianos,2022,9,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,31
Entrada,Ecuatorianos,2022,4,22,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,10
Entrada,Ecuatorianos,2022,8,14,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,35
Entrada,Ecuatorianos,2022,12,11,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,68
Salida,Ecuatorianos,2022,1,4,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,45
Salida,Ecuatorianos,2022,9,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,19
Entrada,Ecuatorianos,2022,11,26,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,46
Entrada,Ecuatorianos,2022,5,6,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,36
Salida,Ecuatorianos,2022,8,18,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,31
Entrada,Ecuatorianos,2022,11,6,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,27
Entrada,Ecuatorianos,2022,8,6,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ESTADOS UNIDOS USA,9,59
Entrada,Ecuatorianos,2022,3,14,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,46
